"Indicador";"Periodo";"Valor";"Categoría 1";"Categoría 1-Valor";"Categoría 2";"Categoría 2-Valor";"Categoría 3";"Categoría 3-Valor";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2015";"6.5";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2015";"6.8";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2015";"6.9";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2014";"7.6";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2014";"5.6";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2014";"8.3";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2014";"9.9";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2013";"9.3";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2013";"6.1";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2013";"11.4";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2013";"9.2";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2012";"9.7";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2012";"8.4";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2012";"10.2";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2012";"10.8";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2011";"9";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2011";"8.4";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2011";"10";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2011";"11.7";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2009";"8";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2009";"6.5";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2009";"8.7";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2009";"8.9";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2007";"9.1";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2007";"8.4";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2007";"10.2";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2007";"6.3";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2005";"6";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2005";"5.7";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2005";"6.7";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2005";"4.2";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2003";"4.2";"Territorio Histórico";"Euskadi";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2003";"3.9";"Territorio Histórico";"Gipuzkoa";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2003";"4.7";"Territorio Histórico";"Bizkaia";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de embarazo adolescente de chicas de 15 a 17 años, según TTHH";"2003";"3.1";"Territorio Histórico";"Álava";"Tasa de embarazo adolescente";"Tasa de embarazo adolescente";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2022";"1.9";"Sexo, edad y total";"Total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2022";"1.3";"Sexo, edad y total";"Población total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2022";"2.5";"Sexo, edad y total";"25-29 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2022";"2.2";"Sexo, edad y total";"20-24 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2022";"1.1";"Sexo, edad y total";"15-19 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2022";"0.9";"Sexo, edad y total";"Mujeres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2022";"2.9";"Sexo, edad y total";"Hombres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2021";"2";"Sexo, edad y total";"Total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2021";"1.3";"Sexo, edad y total";"Población total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2021";"2.8";"Sexo, edad y total";"25-29 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2021";"2.1";"Sexo, edad y total";"20-24 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2021";"1.1";"Sexo, edad y total";"15-19 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2021";"0.7";"Sexo, edad y total";"Mujeres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2021";"3.2";"Sexo, edad y total";"Hombres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2020";"1.4";"Sexo, edad y total";"Total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2020";"1";"Sexo, edad y total";"Población total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2020";"1.8";"Sexo, edad y total";"25-29 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2020";"1.8";"Sexo, edad y total";"20-24 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2020";"1";"Sexo, edad y total";"15-19 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2020";"0.5";"Sexo, edad y total";"Mujeres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2020";"2.4";"Sexo, edad y total";"Hombres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2019";"1.8";"Sexo, edad y total";"Total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2019";"1.4";"Sexo, edad y total";"Población total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2019";"2.4";"Sexo, edad y total";"25-29 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2019";"1.8";"Sexo, edad y total";"20-24 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2019";"1.2";"Sexo, edad y total";"15-19 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2019";"0.6";"Sexo, edad y total";"Mujeres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2019";"3";"Sexo, edad y total";"Hombres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2018";"2";"Sexo, edad y total";"Total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2018";"1.5";"Sexo, edad y total";"Población total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2018";"2.5";"Sexo, edad y total";"25-29 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2018";"1.9";"Sexo, edad y total";"20-24 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2018";"1.8";"Sexo, edad y total";"15-19 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2018";"0.7";"Sexo, edad y total";"Mujeres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2018";"3.4";"Sexo, edad y total";"Hombres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2017";"2";"Sexo, edad y total";"Total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2017";"1.4";"Sexo, edad y total";"Población total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2017";"2.3";"Sexo, edad y total";"25-29 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2017";"2.1";"Sexo, edad y total";"20-24 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2017";"1.5";"Sexo, edad y total";"15-19 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2017";"0.5";"Sexo, edad y total";"Mujeres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2017";"3.4";"Sexo, edad y total";"Hombres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2016";"1.8";"Sexo, edad y total";"Total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2016";"1.3";"Sexo, edad y total";"Población total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2016";"2.3";"Sexo, edad y total";"25-29 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2016";"1.8";"Sexo, edad y total";"20-24 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2016";"1.3";"Sexo, edad y total";"15-19 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2016";"0.6";"Sexo, edad y total";"Mujeres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2016";"2.9";"Sexo, edad y total";"Hombres";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2015";"1.9";"Sexo, edad y total";"Total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2015";"1.3";"Sexo, edad y total";"Población total";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2015";"2.3";"Sexo, edad y total";"25-29 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2015";"2.1";"Sexo, edad y total";"20-24 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
"Tasa de inicios de tratamientos por drogodependencias entre la población 15 a 29 años por grupos de edad y sexo";"2015";"1.3";"Sexo, edad y total";"15-19 años";"Inicios de tratamiento";"Inicios de tratamiento";"";"";
